bbref_id,season,Name,Age,Level,Team,G,PA,AB,R,H,X1B,X2B,X3B,HR,RBI,BB,IBB,uBB,SO,HBP,SH,SF,GDP,SB,CS,BA,OBP,SLG,OPS
ozunama01,2020,Marcell Ozuna,29,Maj-NL,Atlanta,60,267,228,38,77,45,14,0,18,56,38,3,35,60,0,0,1,3,0,0,0.338,0.431,0.636,1.067
lindofr01,2020,Francisco Lindor,26,Maj-AL,Cleveland,60,266,236,30,61,40,13,0,8,27,24,2,22,41,4,0,2,8,6,2,0.259,0.335,0.415,0.75
biggica01,2020,Cavan Biggio,25,Maj-AL,Toronto,59,265,220,41,55,31,16,0,8,28,41,0,41,61,3,0,0,2,6,0,0.25,0.375,0.432,0.807
merriwh01,2020,Whit Merrifield,31,Maj-AL,Kansas City,60,265,248,38,70,49,12,0,9,30,12,0,12,33,4,0,1,3,12,1,0.282,0.325,0.44,0.764
swansda01,2020,Dansby Swanson,26,Maj-NL,Atlanta,60,264,237,49,65,40,15,0,10,35,22,0,22,71,4,0,1,0,5,0,0.274,0.345,0.464,0.809
freemfr01,2020,Freddie Freeman,30,Maj-NL,Atlanta,60,262,214,51,73,36,23,1,13,53,45,7,38,37,3,0,0,6,2,0,0.341,0.462,0.64,1.102
abreujo02,2020,José Abreu,33,Maj-AL,Chicago,60,262,240,43,76,42,15,0,19,60,18,1,17,59,3,0,1,10,0,0,0.317,0.37,0.617,0.987
hernace02,2020,César Hernández,30,Maj-AL,Cleveland,58,261,233,35,66,43,20,0,3,20,24,0,24,57,2,1,0,3,0,0,0.283,0.355,0.408,0.763
turnetr01,2020,Trea Turner,27,Maj-NL,Washington,59,259,233,46,78,47,15,4,12,41,22,0,22,36,2,0,2,5,12,4,0.335,0.394,0.588,0.982
storytr01,2020,Trevor Story,27,Maj-NL,Colorado,59,259,235,41,68,40,13,4,11,28,24,1,23,63,0,0,0,5,15,3,0.289,0.355,0.519,0.874
tatisfe02,2020,Fernando Tatis Jr.,21,Maj-NL,San Diego,59,257,224,50,62,32,11,2,17,45,27,1,26,61,5,0,1,6,11,3,0.277,0.366,0.571,0.937
santaca01,2020,Carlos Santana,34,Maj-AL,Cleveland,60,255,206,34,41,26,7,0,8,30,47,1,46,43,1,0,1,5,0,0,0.199,0.349,0.35,0.699
ramirjo01,2020,José Ramírez,27,Maj-AL,Cleveland,58,254,219,45,64,30,16,1,17,46,31,0,31,43,3,0,1,2,10,3,0.292,0.386,0.607,0.993
machama01,2020,Manny Machado,27,Maj-NL,San Diego,60,254,224,44,68,39,12,1,16,47,26,4,22,37,0,0,4,9,6,3,0.304,0.37,0.58,0.951
grishtr01,2020,Trent Grisham,23,Maj-NL,San Diego,59,252,215,42,54,33,8,3,10,26,31,0,31,64,3,1,1,1,10,1,0.251,0.352,0.456,0.808
martest01,2020,Starling Marte,31,Maj-NL,"Arizona,Miami",61,250,228,36,64,43,14,1,6,27,12,1,11,41,9,0,1,5,10,2,0.281,0.34,0.43,0.77
deverra01,2020,Rafael Devers,23,Maj-AL,Boston,57,248,232,32,61,33,16,1,11,43,13,0,13,67,3,0,0,8,0,0,0.263,0.311,0.483,0.793
seageky01,2020,Kyle Seager,32,Maj-AL,Seattle,60,248,203,35,49,28,12,0,9,40,32,3,29,33,7,0,6,4,5,0,0.241,0.355,0.434,0.788
muncyma01,2020,Max Muncy,29,Maj-NL,Los Angeles,58,248,203,36,39,23,4,0,12,27,39,2,37,60,4,0,2,3,1,0,0.192,0.331,0.389,0.72
blackch02,2020,Charlie Blackmon,33,Maj-NL,Colorado,59,247,221,31,67,48,12,1,6,42,19,4,15,44,2,0,5,4,2,1,0.303,0.356,0.448,0.804
yelicch01,2020,Christian Yelich,28,Maj-NL,Milwaukee,58,247,200,39,41,21,7,1,12,22,46,2,44,76,1,0,0,4,4,2,0.205,0.356,0.43,0.786
bettsmo01,2020,Mookie Betts,27,Maj-NL,Los Angeles,55,246,219,47,64,38,9,1,16,39,24,1,23,38,2,0,1,2,10,1,0.292,0.366,0.562,0.928
hiurake01,2020,Keston Hiura,23,Maj-NL,Milwaukee,59,246,217,30,46,29,4,0,13,32,16,2,14,85,11,0,2,7,3,2,0.212,0.297,0.41,0.707
olsonma02,2020,Matt Olson,26,Maj-AL,Oakland,60,245,210,28,41,22,4,1,14,42,34,2,32,77,1,0,0,2,1,0,0.195,0.31,0.424,0.734
harpebr03,2020,Bryce Harper,27,Maj-NL,Philadelphia,58,244,190,41,51,27,9,2,13,33,49,8,41,43,2,1,2,5,8,1,0.268,0.42,0.542,0.962
canhama01,2020,Mark Canha,31,Maj-AL,Oakland,59,243,191,32,47,28,12,2,5,33,37,1,36,54,10,0,5,2,4,0,0.246,0.387,0.408,0.795
walkech02,2020,Christian Walker,29,Maj-NL,Arizona,57,243,218,35,59,33,18,1,7,34,19,0,19,50,3,0,3,6,1,1,0.271,0.333,0.459,0.792
guerrvl02,2020,Vladimir Guerrero Jr.,21,Maj-AL,Toronto,60,243,221,34,58,34,13,2,9,33,20,1,19,38,2,0,0,6,1,0,0.262,0.329,0.462,0.791
bellico01,2020,Cody Bellinger,24,Maj-NL,Los Angeles,56,243,213,33,51,29,10,0,12,30,30,2,28,42,0,0,0,4,6,0,0.239,0.333,0.455,0.789
francma02,2020,Maikel Franco,27,Maj-AL,Kansas City,60,243,223,23,62,38,16,0,8,38,16,1,15,38,0,0,4,4,1,0,0.278,0.321,0.457,0.778
rizzoan01,2020,Anthony Rizzo,30,Maj-NL,Chicago,58,243,203,26,45,28,6,0,11,24,28,4,24,38,10,0,2,6,3,0,0.222,0.342,0.414,0.755
lewisky01,2020,Kyle Lewis,24,Maj-AL,Seattle,58,242,206,37,54,40,3,0,11,28,34,0,34,71,0,0,2,5,5,1,0.262,0.364,0.437,0.801
casteni01,2020,Nick Castellanos,28,Maj-NL,Cincinnati,60,242,218,37,49,22,11,2,14,34,19,1,18,69,4,0,1,5,0,2,0.225,0.298,0.486,0.784
troutmi01,2020,Mike Trout,28,Maj-AL,Los Angeles,53,241,199,41,56,28,9,2,17,46,35,4,31,56,3,0,4,1,1,1,0.281,0.39,0.603,0.993
reyesfr01,2020,Franmil Reyes,24,Maj-AL,Cleveland,59,241,211,27,58,39,10,0,9,34,24,0,24,69,1,0,5,6,0,0,0.275,0.344,0.45,0.795
mccutan01,2020,Andrew McCutchen,33,Maj-NL,Philadelphia,57,241,217,32,55,36,9,0,10,34,22,0,22,48,1,0,1,4,4,0,0.254,0.324,0.433,0.757
alonspe01,2020,Pete Alonso,25,Maj-NL,New York,57,239,208,31,48,26,6,0,16,35,24,4,20,61,6,0,1,4,1,0,0.231,0.326,0.49,0.817
gregodi01,2020,Didi Gregorius,30,Maj-NL,Philadelphia,60,237,215,34,61,39,10,2,10,40,15,3,12,28,4,1,2,4,3,1,0.284,0.339,0.488,0.827
martijd02,2020,J.D. Martinez,32,Maj-AL,Boston,54,237,211,22,45,22,16,0,7,27,22,3,19,59,2,0,2,6,1,0,0.213,0.291,0.389,0.68
semiema01,2020,Marcus Semien,29,Maj-AL,Oakland,53,236,211,28,47,30,9,1,7,23,25,0,25,50,0,0,0,3,4,0,0.223,0.305,0.374,0.68
baezja01,2020,Javier Báez,27,Maj-NL,Chicago,59,235,222,27,45,27,9,1,8,24,7,0,7,75,4,0,2,8,3,0,0.203,0.238,0.36,0.599
voitlu01,2020,Luke Voit,29,Maj-AL,New York,56,234,213,41,59,32,5,0,22,52,17,0,17,54,3,0,1,4,0,0,0.277,0.338,0.61,0.948
confomi01,2020,Michael Conforto,27,Maj-NL,New York,54,233,202,40,65,44,12,0,9,31,24,0,24,57,7,0,0,6,3,3,0.322,0.412,0.515,0.927
mondera02,2020,Adalberto Mondesí,24,Maj-AL,Kansas City,59,233,219,33,56,36,11,3,6,22,11,0,11,70,1,2,0,4,24,8,0.256,0.294,0.416,0.71
solakni01,2020,Nick Solak,25,Maj-AL,Texas,58,233,209,27,56,44,10,0,2,23,18,0,18,42,2,0,4,6,7,1,0.268,0.326,0.345,0.671
seageco01,2020,Corey Seager,26,Maj-NL,Los Angeles,52,232,212,38,65,37,12,1,15,41,17,0,17,37,1,0,2,8,1,0,0.307,0.358,0.585,0.943
rendoan01,2020,Anthony Rendon,30,Maj-AL,Los Angeles,52,232,189,29,54,33,11,1,9,31,38,2,36,31,5,0,0,10,0,0,0.286,0.418,0.497,0.916
crawfjp01,2020,J.P. Crawford,25,Maj-AL,Seattle,53,232,204,33,52,41,7,2,2,24,23,0,23,39,3,0,2,4,6,3,0.255,0.336,0.338,0.674
goldspa01,2020,Paul Goldschmidt,32,Maj-NL,St. Louis,58,231,191,31,58,39,13,0,6,21,37,0,37,43,1,0,1,4,1,0,0.304,0.417,0.466,0.883
happia01,2020,Ian Happ,25,Maj-NL,Chicago,57,231,198,27,51,27,11,1,12,28,30,1,29,63,2,1,0,1,1,2,0.258,0.361,0.505,0.866
grichra01,2020,Randal Grichuk,28,Maj-AL,Toronto,55,231,216,38,59,38,9,0,12,35,13,1,12,49,0,0,2,5,1,0,0.273,0.312,0.482,0.793
rosared01,2020,Eddie Rosario,28,Maj-AL,Minnesota,57,231,210,31,54,34,7,0,13,42,19,2,17,34,0,0,2,3,3,0,0.257,0.316,0.476,0.792
suareeu01,2020,Eugenio Suárez,28,Maj-NL,Cincinnati,57,231,198,29,40,17,8,0,15,38,30,1,29,67,2,0,1,5,2,0,0.202,0.312,0.47,0.781
cabremi01,2020,Miguel Cabrera,37,Maj-AL,Detroit,57,231,204,28,51,37,4,0,10,35,24,1,23,51,1,0,2,3,1,0,0.25,0.329,0.417,0.746
moncayo01,2020,Yoán Moncada,25,Maj-AL,Chicago,52,231,200,28,45,28,8,3,6,24,28,0,28,72,1,0,2,1,0,0,0.225,0.32,0.385,0.705
alberha01,2020,Hanser Alberto,27,Maj-AL,Baltimore,54,231,219,35,62,44,15,0,3,22,5,0,5,30,3,2,2,6,3,0,0.283,0.306,0.393,0.698
fletcda02,2020,David Fletcher,26,Maj-AL,Los Angeles,49,230,207,31,66,50,13,0,3,18,20,0,20,25,0,1,2,4,2,0,0.319,0.376,0.425,0.801
fraziad01,2020,Adam Frazier,28,Maj-NL,Pittsburgh,58,230,209,22,48,34,7,0,7,23,17,0,17,35,3,1,0,3,1,3,0.23,0.297,0.364,0.661
gourryu01,2020,Yuli Gurriel,36,Maj-AL,Houston,57,230,211,27,49,30,12,1,6,22,12,0,12,27,2,0,5,6,0,1,0.232,0.274,0.384,0.658
anderbr06,2020,Brian Anderson,27,Maj-NL,Miami,59,229,200,27,51,32,7,1,11,38,22,1,21,66,6,0,1,2,0,0,0.255,0.345,0.465,0.81
davisjd01,2020,J.D. Davis,27,Maj-NL,New York,56,229,190,26,47,32,9,0,6,19,31,1,30,56,7,0,1,8,0,0,0.247,0.371,0.39,0.761
calhoko01,2020,Kole Calhoun,32,Maj-NL,Arizona,54,228,190,35,43,18,9,0,16,40,28,0,28,50,6,0,4,6,1,1,0.226,0.338,0.526,0.864
tuckeky01,2020,Kyle Tucker,23,Maj-AL,Houston,58,228,209,33,56,29,12,6,9,42,18,2,16,46,0,0,1,2,8,1,0.268,0.325,0.512,0.837
lasteto01,2020,Tommy La Stella,31,Maj-AL,"Los Angeles,Oakland",55,228,196,31,55,34,14,2,5,25,27,0,27,12,2,1,2,6,1,0,0.281,0.37,0.449,0.819
kineris01,2020,Isiah Kiner-Falefa,25,Maj-AL,Texas,58,228,211,28,59,49,4,3,3,10,14,0,14,32,2,0,1,6,8,5,0.28,0.329,0.37,0.699
roberlu01,2020,Luis Robert Jr.,22,Maj-AL,Chicago,56,227,202,33,47,28,8,0,11,31,20,0,20,73,1,0,2,4,9,2,0.233,0.302,0.436,0.738
edmanto01,2020,Tommy Edman,25,Maj-NL,St. Louis,55,227,204,29,51,38,7,1,5,26,16,0,16,48,5,0,2,5,2,4,0.25,0.317,0.368,0.685
jimenel02,2020,Eloy Jiménez,23,Maj-AL,Chicago,55,226,213,26,63,35,14,0,14,41,12,0,12,56,0,0,1,4,0,0,0.296,0.332,0.559,0.891
gallojo01,2020,Joey Gallo,26,Maj-AL,Texas,57,226,193,23,35,17,8,0,10,26,29,2,27,79,4,0,0,0,2,0,0.181,0.301,0.378,0.679
polanjo01,2020,Jorge Polanco,26,Maj-AL,Minnesota,55,226,209,22,54,42,8,0,4,19,13,0,13,35,1,2,1,7,4,2,0.258,0.304,0.354,0.658
yastrmi01,2020,Mike Yastrzemski,29,Maj-NL,San Francisco,54,225,192,39,57,29,14,4,10,35,30,2,28,55,3,0,0,2,2,1,0.297,0.4,0.568,0.968
nimmobr01,2020,Brandon Nimmo,27,Maj-NL,New York,55,225,186,33,52,33,8,3,8,18,33,0,33,43,6,0,0,1,1,2,0.28,0.404,0.484,0.888
bogaexa01,2020,Xander Bogaerts,27,Maj-AL,Boston,56,225,203,36,61,42,8,0,11,28,21,2,19,41,0,0,1,3,8,0,0.301,0.364,0.503,0.867
contrwi01,2020,Willson Contreras,28,Maj-NL,Chicago,57,225,189,37,46,29,10,0,7,26,20,1,19,57,14,0,2,6,1,1,0.243,0.356,0.407,0.763
lowebr01,2020,Brandon Lowe,25,Maj-AL,Tampa Bay,56,224,193,36,52,27,9,2,14,37,25,0,25,58,4,0,2,2,3,0,0.269,0.362,0.554,0.916
gurrilo01,2020,Lourdes Gurriel Jr.,26,Maj-AL,Toronto,57,224,208,28,64,39,14,0,11,33,14,0,14,48,0,0,2,7,3,0,0.308,0.348,0.534,0.882
schwaky01,2020,Kyle Schwarber,27,Maj-NL,Chicago,59,224,191,30,36,19,6,0,11,24,30,1,29,66,3,0,0,3,1,0,0.189,0.308,0.393,0.701
vottojo01,2020,Joey Votto,36,Maj-NL,Cincinnati,54,223,186,32,42,23,8,0,11,22,37,1,36,43,0,0,0,5,0,0,0.226,0.354,0.446,0.801
pillake01,2020,Kevin Pillar,31,"Maj-AL,Maj-NL","Boston,Colorado",54,223,208,34,60,39,12,3,6,26,13,1,12,41,2,0,0,4,5,2,0.289,0.336,0.462,0.798
belljo02,2020,Josh Bell,27,Maj-NL,Pittsburgh,57,223,195,22,44,33,3,0,8,22,22,4,18,59,2,0,4,3,0,0,0.226,0.305,0.364,0.669
springe01,2020,George Springer,30,Maj-AL,Houston,51,222,189,37,50,28,6,2,14,32,24,0,24,38,5,0,2,3,1,2,0.265,0.359,0.54,0.899
laurera01,2020,Ramón Laureano,25,Maj-AL,Oakland,54,222,183,27,39,24,8,1,6,25,24,0,24,58,12,0,3,7,2,1,0.213,0.338,0.366,0.704
escobed01,2020,Eduardo Escobar,31,Maj-NL,Arizona,54,222,203,22,43,29,7,3,4,20,15,4,11,41,2,0,2,5,1,0,0.212,0.27,0.335,0.605
anderti01,2020,Tim Anderson,27,Maj-AL,Chicago,49,221,208,45,67,45,11,1,10,21,10,0,10,50,2,0,1,4,5,1,0.322,0.358,0.529,0.886
verdual01,2020,Alex Verdugo,24,Maj-AL,Boston,53,221,201,36,62,40,16,0,6,15,17,1,16,45,2,0,1,4,4,0,0.309,0.367,0.478,0.844
correca01,2020,Carlos Correa,25,Maj-AL,Houston,58,220,200,22,53,39,9,0,5,25,16,2,14,48,3,0,1,4,0,0,0.265,0.327,0.385,0.712
myerswi01,2020,Wil Myers,29,Maj-NL,San Diego,55,218,198,34,57,26,14,2,15,40,18,0,18,56,2,0,0,0,2,1,0.288,0.353,0.606,0.959
peralda01,2020,David Peralta,32,Maj-NL,Arizona,54,218,203,19,61,45,10,1,5,34,13,0,13,45,0,0,2,4,1,0,0.301,0.339,0.434,0.773
bradlja02,2020,Jackie Bradley Jr.,30,Maj-AL,Boston,55,217,191,32,54,36,11,0,7,22,23,1,22,48,2,0,1,2,5,1,0.283,0.364,0.45,0.814
segurje01,2020,Jean Segura,30,Maj-NL,Philadelphia,54,217,192,28,51,37,5,2,7,25,23,2,21,45,1,1,0,6,2,2,0.266,0.347,0.422,0.769
ahmedni01,2020,Nick Ahmed,30,Maj-NL,Arizona,57,217,199,29,53,37,10,1,5,29,18,0,18,46,0,0,0,3,4,0,0.266,0.327,0.402,0.729
lemahdj01,2020,DJ LeMahieu,31,Maj-AL,New York,50,216,195,41,71,49,10,2,10,27,18,0,18,21,2,0,1,3,3,0,0.364,0.421,0.59,1.011
nunezre01,2020,Renato Núñez,26,Maj-AL,Baltimore,52,216,195,29,50,28,10,0,12,31,17,0,17,64,3,0,1,4,0,0,0.256,0.324,0.492,0.816
aguilje01,2020,Jesús Aguilar,30,Maj-NL,Miami,51,216,188,31,52,34,10,0,8,34,23,0,23,40,1,0,4,5,0,1,0.277,0.352,0.457,0.809
cruzne02,2020,Nelson Cruz,39,Maj-AL,Minnesota,53,214,185,33,56,34,6,0,16,33,25,5,20,58,4,0,0,8,0,0,0.303,0.397,0.595,0.992
tayloch03,2020,Chris Taylor,29,Maj-NL,Los Angeles,56,214,185,30,50,30,10,2,8,32,26,0,26,55,2,1,0,3,3,2,0.27,0.366,0.476,0.842
florewi01,2020,Wilmer Flores,28,Maj-NL,San Francisco,55,213,198,30,53,29,11,1,12,32,13,1,12,36,1,0,1,5,1,0,0.268,0.315,0.515,0.83
cabreas01,2020,Asdrúbal Cabrera,34,Maj-NL,Washington,52,213,190,23,46,26,9,3,8,31,19,0,19,40,0,0,4,6,0,0,0.242,0.305,0.447,0.753
reyesvi01,2020,Victor Reyes,25,Maj-AL,Detroit,57,213,202,30,56,43,7,2,4,14,9,0,9,45,2,0,0,4,8,0,0.277,0.315,0.391,0.706
hicksaa01,2020,Aaron Hicks,30,Maj-AL,New York,54,211,169,28,38,20,10,2,6,21,41,1,40,38,1,0,0,4,4,1,0.225,0.379,0.414,0.793
polloaj01,2020,AJ Pollock,32,Maj-NL,Los Angeles,55,210,196,30,54,29,9,0,16,34,12,1,11,45,0,0,2,6,2,2,0.276,0.314,0.566,0.881
dickeco01,2020,Corey Dickerson,31,Maj-NL,Miami,52,210,194,25,50,37,5,1,7,17,15,1,14,35,0,0,0,5,1,0,0.258,0.311,0.402,0.713
reddijo01,2020,Josh Reddick,33,Maj-AL,Houston,56,210,188,22,46,30,11,1,4,23,20,0,20,42,0,0,1,5,1,0,0.245,0.316,0.378,0.694
altuvjo01,2020,Jose Altuve,30,Maj-AL,Houston,48,210,192,32,42,28,9,0,5,18,17,0,17,39,1,0,0,5,2,3,0.219,0.286,0.344,0.63
mcneije01,2020,Jeff McNeil,28,Maj-NL,New York,52,209,183,19,57,39,14,0,4,23,20,2,18,24,3,0,3,3,0,1,0.312,0.383,0.454,0.836
duvalad01,2020,Adam Duvall,31,Maj-NL,Atlanta,57,209,190,34,45,21,8,0,16,33,15,0,15,54,3,0,1,2,0,0,0.237,0.301,0.532,0.833
longoev01,2020,Evan Longoria,34,Maj-NL,San Francisco,53,209,193,26,49,31,10,1,7,28,11,0,11,39,2,0,3,10,0,1,0.254,0.297,0.425,0.722
wongko01,2020,Kolten Wong,29,Maj-NL,St. Louis,53,208,181,26,48,41,4,2,1,16,20,1,19,30,4,2,1,1,5,2,0.265,0.35,0.326,0.676
reynobr01,2020,Bryan Reynolds,25,Maj-NL,Pittsburgh,55,208,185,24,35,20,6,2,7,19,21,0,21,57,1,0,0,2,1,1,0.189,0.275,0.357,0.632
hernate01,2020,Teoscar Hernández,27,Maj-AL,Toronto,50,207,190,33,55,32,7,0,16,34,14,0,14,63,1,0,1,4,6,1,0.29,0.34,0.579,0.919
garciav01,2020,Avisaíl García,29,Maj-NL,Milwaukee,53,207,181,20,43,31,10,0,2,15,20,2,18,49,6,0,0,2,1,3,0.238,0.333,0.326,0.659
villajo01,2020,Jonathan Villar,29,"Maj-AL,Maj-NL","Miami,Toronto",52,207,185,13,43,36,5,0,2,15,19,1,18,54,0,1,2,2,16,5,0.232,0.301,0.292,0.593
candeje01,2020,Jeimer Candelario,26,Maj-AL,Detroit,52,206,185,30,55,34,11,3,7,29,20,0,20,49,1,0,0,3,1,1,0.297,0.369,0.503,0.872
tapiara01,2020,Raimel Tapia,26,Maj-NL,Colorado,51,206,184,26,59,48,8,2,1,17,14,0,14,38,2,1,3,3,8,2,0.321,0.37,0.402,0.772
rileyau01,2020,Austin Riley,23,Maj-NL,Atlanta,51,206,188,24,45,29,7,1,8,27,16,1,15,49,1,0,1,5,0,0,0.239,0.301,0.415,0.716
adamewi01,2020,Willy Adames,24,Maj-AL,Tampa Bay,54,205,185,29,48,24,15,1,8,23,20,0,20,74,0,0,0,4,2,1,0.26,0.332,0.481,0.813
sanomi01,2020,Miguel Sanó,27,Maj-AL,Minnesota,53,205,186,31,38,13,12,0,13,25,18,1,17,90,1,0,0,3,0,0,0.204,0.278,0.479,0.757
ruizri01,2020,Rio Ruiz,26,Maj-AL,Baltimore,54,204,185,25,41,21,11,0,9,32,17,1,16,46,0,1,1,4,1,0,0.222,0.286,0.427,0.713
solando01,2020,Donovan Solano,32,Maj-NL,San Francisco,54,203,190,22,62,43,15,1,3,29,10,0,10,39,2,0,1,2,0,0,0.326,0.365,0.463,0.828
acunaro01,2020,Ronald Acuna Jr.,22,Maj-NL,Atlanta,46,202,160,46,40,15,11,0,14,29,38,2,36,60,4,0,0,3,8,1,0.25,0.406,0.581,0.987
profaju01,2020,Jurickson Profar,27,Maj-NL,San Diego,56,202,180,28,50,37,6,0,7,25,15,0,15,28,4,1,2,1,7,1,0.278,0.343,0.428,0.771
whiteev01,2020,Evan White,24,Maj-AL,Seattle,54,202,182,19,32,17,7,0,8,26,18,0,18,84,1,0,1,3,1,2,0.176,0.253,0.346,0.599
arenano01,2020,Nolan Arenado,29,Maj-NL,Colorado,48,201,182,23,46,29,9,0,8,26,15,3,12,20,0,0,4,7,0,0,0.253,0.304,0.434,0.738
moranco01,2020,Colin Moran,27,Maj-NL,Pittsburgh,52,200,178,28,44,24,10,0,10,23,19,0,19,52,2,0,1,9,0,0,0.247,0.325,0.472,0.797
smithdo02,2020,Dominic Smith,25,Maj-NL,New York,50,199,177,27,56,24,21,1,10,42,14,0,14,45,5,0,3,2,0,0,0.316,0.377,0.616,0.993
gonzama01,2020,Marwin Gonzalez,31,Maj-AL,Minnesota,53,199,175,15,37,28,4,0,5,22,17,0,17,41,3,0,4,1,0,0,0.211,0.286,0.32,0.606
sotoju01,2020,Juan Soto,21,Maj-NL,Washington,47,196,154,39,54,27,14,0,13,37,41,12,29,28,1,0,0,1,6,2,0.351,0.49,0.695,1.185
keplema01,2020,Max Kepler,27,Maj-AL,Minnesota,48,196,171,27,39,21,9,0,9,23,22,0,22,36,2,0,1,1,3,0,0.228,0.321,0.439,0.76
realmjt01,2020,J.T. Realmuto,29,Maj-NL,Philadelphia,47,195,173,33,46,29,6,0,11,32,16,0,16,48,6,0,0,3,4,1,0.266,0.349,0.491,0.84
marteke01,2020,Ketel Marte,26,Maj-NL,Arizona,45,195,181,19,52,35,14,1,2,17,7,0,7,21,4,0,3,2,1,0,0.287,0.323,0.409,0.732
grandya01,2020,Yasmani Grandal,31,Maj-AL,Chicago,46,194,161,27,37,22,7,0,8,27,30,0,30,58,1,0,2,4,0,0,0.23,0.351,0.422,0.773
crawfbr01,2020,Brandon Crawford,33,Maj-NL,San Francisco,54,193,172,26,44,24,12,0,8,28,15,2,13,47,4,0,2,3,1,2,0.256,0.326,0.465,0.792
mcmahry01,2020,Ryan McMahon,25,Maj-NL,Colorado,52,193,172,23,37,21,6,1,9,26,18,0,18,66,2,0,1,4,0,1,0.215,0.295,0.419,0.714
gonzaer01,2020,Erik González,28,Maj-NL,Pittsburgh,50,193,181,14,41,24,13,1,3,20,8,0,8,51,0,1,3,5,2,3,0.227,0.255,0.359,0.614
croneja01,2020,Jake Cronenworth,26,Maj-NL,San Diego,54,192,172,26,49,27,15,3,4,20,18,0,18,30,1,0,1,4,3,1,0.285,0.354,0.477,0.831
grossro01,2020,Robbie Grossman,30,Maj-AL,Oakland,51,192,166,23,40,18,12,2,8,23,21,2,19,38,5,0,0,1,8,1,0.241,0.344,0.482,0.826
lopezni01,2020,Nicky Lopez,25,Maj-AL,Kansas City,56,192,169,15,34,25,8,0,1,13,18,0,18,41,2,3,0,1,0,4,0.201,0.286,0.266,0.552
vazquch01,2020,Christian Vázquez,29,Maj-AL,Boston,47,189,173,22,49,33,9,0,7,23,16,0,16,43,0,0,0,6,4,2,0.283,0.344,0.457,0.801
arciaor01,2020,Orlando Arcia,25,Maj-NL,Milwaukee,59,189,173,22,45,29,10,1,5,20,14,0,14,32,1,0,1,10,2,0,0.26,0.318,0.416,0.734
